Data_Point,Cycle_No,Step_No,Mode,Time(s),Voltage(V),Current(mA),Capacity(mAh),C_rate
12192,2,3,CC-Dchg,61518.935,4.018485,-1.65,0.772227,0.33
12193,2,3,CC-Dchg,61523.935,4.016727,-1.65,0.774519,0.33
12194,2,3,CC-Dchg,61528.934,4.014966,-1.65,0.77681,0.33
12195,2,3,CC-Dchg,61533.934,4.0132,-1.65,0.779102,0.33
12196,2,3,CC-Dchg,61538.934,4.011431,-1.65,0.781393,0.33
12197,2,3,CC-Dchg,61543.933,4.009658,-1.65,0.783685,0.33
12198,2,3,CC-Dchg,61548.933,4.00788,-1.65,0.785976,0.33
12199,2,3,CC-Dchg,61553.932,4.006099,-1.65,0.788268,0.33
12200,2,3,CC-Dchg,61558.932,4.004314,-1.65,0.790559,0.33
12201,2,3,CC-Dchg,61563.931,4.002526,-1.65,0.792851,0.33
12202,2,3,CC-Dchg,61568.931,4.000733,-1.65,0.795142,0.33
12203,2,3,CC-Dchg,61573.931,3.998937,-1.65,0.797434,0.33
12204,2,3,CC-Dchg,61578.93,3.997138,-1.65,0.799725,0.33
12205,2,3,CC-Dchg,61583.93,3.995335,-1.65,0.802016,0.33
12206,2,3,CC-Dchg,61588.929,3.993529,-1.65,0.804308,0.33
12207,2,3,CC-Dchg,61593.929,3.991719,-1.65,0.806599,0.33
12208,2,3,CC-Dchg,61598.929,3.989906,-1.65,0.808891,0.33
12209,2,3,CC-Dchg,61603.928,3.98809,-1.65,0.811182,0.33
12210,2,3,CC-Dchg,61608.928,3.98627,-1.65,0.813474,0.33
12211,2,3,CC-Dchg,61613.927,3.984447,-1.65,0.815765,0.33
12212,2,3,CC-Dchg,61618.927,3.982621,-1.65,0.818057,0.33
12213,2,3,CC-Dchg,61623.926,3.980793,-1.65,0.820348,0.33
12214,2,3,CC-Dchg,61628.926,3.978961,-1.65,0.82264,0.33
12215,2,3,CC-Dchg,61633.926,3.977126,-1.65,0.824931,0.33
12216,2,3,CC-Dchg,61638.925,3.975288,-1.65,0.827223,0.33
12217,2,3,CC-Dchg,61643.925,3.973448,-1.65,0.829514,0.33
12218,2,3,CC-Dchg,61648.924,3.971604,-1.65,0.831806,0.33
12219,2,3,CC-Dchg,61653.924,3.969758,-1.65,0.834097,0.33
12220,2,3,CC-Dchg,61658.924,3.967909,-1.65,0.836389,0.33
12221,2,3,CC-Dchg,61663.923,3.966058,-1.65,0.83868,0.33
12222,2,3,CC-Dchg,61668.923,3.964204,-1.65,0.840972,0.33
12223,2,3,CC-Dchg,61673.922,3.962347,-1.65,0.843263,0.33
12224,2,3,CC-Dchg,61678.922,3.960488,-1.65,0.845555,0.33
12225,2,3,CC-Dchg,61683.921,3.958626,-1.65,0.847846,0.33
12226,2,3,CC-Dchg,61688.921,3.956762,-1.65,0.850137,0.33
12227,2,3,CC-Dchg,61693.921,3.954896,-1.65,0.852429,0.33
12228,2,3,CC-Dchg,61698.92,3.953027,-1.65,0.85472,0.33
12229,2,3,CC-Dchg,61703.92,3.951156,-1.65,0.857012,0.33
12230,2,3,CC-Dchg,61708.919,3.949282,-1.65,0.859303,0.33
12231,2,3,CC-Dchg,61713.919,3.947407,-1.65,0.861595,0.33
12232,2,3,CC-Dchg,61718.919,3.945529,-1.65,0.863886,0.33
12233,2,3,CC-Dchg,61723.918,3.94365,-1.65,0.866178,0.33
12234,2,3,CC-Dchg,61728.918,3.941768,-1.65,0.868469,0.33
12235,2,3,CC-Dchg,61733.917,3.939884,-1.65,0.870761,0.33
12236,2,3,CC-Dchg,61738.917,3.937998,-1.65,0.873052,0.33
12237,2,3,CC-Dchg,61743.916,3.936111,-1.65,0.875344,0.33
12238,2,3,CC-Dchg,61748.916,3.934221,-1.65,0.877635,0.33
12239,2,3,CC-Dchg,61753.916,3.93233,-1.65,0.879927,0.33
12240,2,3,CC-Dchg,61758.915,3.930437,-1.65,0.882218,0.33
12241,2,3,CC-Dchg,61763.915,3.928542,-1.65,0.88451,0.33
12242,2,3,CC-Dchg,61768.914,3.926645,-1.65,0.886801,0.33
12243,2,3,CC-Dchg,61773.914,3.924746,-1.65,0.889093,0.33
12244,2,3,CC-Dchg,61778.914,3.922846,-1.65,0.891384,0.33
12245,2,3,CC-Dchg,61783.913,3.920945,-1.65,0.893676,0.33
12246,2,3,CC-Dchg,61788.913,3.919042,-1.65,0.895967,0.33
12247,2,3,CC-Dchg,61793.912,3.917137,-1.65,0.898258,0.33
12248,2,3,CC-Dchg,61798.912,3.915231,-1.65,0.90055,0.33
12249,2,3,CC-Dchg,61803.911,3.913323,-1.65,0.902841,0.33
12250,2,3,CC-Dchg,61808.911,3.911414,-1.65,0.905133,0.33
12251,2,3,CC-Dchg,61813.911,3.909503,-1.65,0.907424,0.33
12252,2,3,CC-Dchg,61818.91,3.907591,-1.65,0.909716,0.33
12253,2,3,CC-Dchg,61823.91,3.905678,-1.65,0.912007,0.33
12254,2,3,CC-Dchg,61828.909,3.903764,-1.65,0.914299,0.33
12255,2,3,CC-Dchg,61833.909,3.901848,-1.65,0.91659,0.33
12256,2,3,CC-Dchg,61838.909,3.899931,-1.65,0.918882,0.33
12257,2,3,CC-Dchg,61843.908,3.898013,-1.65,0.921173,0.33
12258,2,3,CC-Dchg,61848.908,3.896094,-1.65,0.923465,0.33
12259,2,3,CC-Dchg,61853.907,3.894173,-1.65,0.925756,0.33
12260,2,3,CC-Dchg,61858.907,3.892252,-1.65,0.928048,0.33
12261,2,3,CC-Dchg,61863.906,3.89033,-1.65,0.930339,0.33
12262,2,3,CC-Dchg,61868.906,3.888406,-1.65,0.932631,0.33
12263,2,3,CC-Dchg,61873.906,3.886482,-1.65,0.934922,0.33
12264,2,3,CC-Dchg,61878.905,3.884556,-1.65,0.937214,0.33
12265,2,3,CC-Dchg,61883.905,3.88263,-1.65,0.939505,0.33
12266,2,3,CC-Dchg,61888.904,3.880702,-1.65,0.941797,0.33
12267,2,3,CC-Dchg,61893.904,3.878774,-1.65,0.944088,0.33
12268,2,3,CC-Dchg,61898.904,3.876845,-1.65,0.946379,0.33
12269,2,3,CC-Dchg,61903.903,3.874915,-1.65,0.948671,0.33
12270,2,3,CC-Dchg,61908.903,3.872985,-1.65,0.950962,0.33
12271,2,3,CC-Dchg,61913.902,3.871053,-1.65,0.953254,0.33
12272,2,3,CC-Dchg,61918.902,3.869121,-1.65,0.955545,0.33
12273,2,3,CC-Dchg,61923.901,3.867188,-1.65,0.957837,0.33
12274,2,3,CC-Dchg,61928.901,3.865255,-1.65,0.960128,0.33
12275,2,3,CC-Dchg,61933.901,3.863321,-1.65,0.96242,0.33
12276,2,3,CC-Dchg,61938.9,3.861386,-1.65,0.964711,0.33
12277,2,3,CC-Dchg,61943.9,3.85945,-1.65,0.967003,0.33
12278,2,3,CC-Dchg,61948.899,3.857514,-1.65,0.969294,0.33
12279,2,3,CC-Dchg,61953.899,3.855578,-1.65,0.971586,0.33
12280,2,3,CC-Dchg,61958.899,3.853641,-1.65,0.973877,0.33
12281,2,3,CC-Dchg,61963.898,3.851703,-1.65,0.976169,0.33
12282,2,3,CC-Dchg,61968.898,3.849765,-1.65,0.97846,0.33
12283,2,3,CC-Dchg,61973.897,3.847826,-1.65,0.980752,0.33
12284,2,3,CC-Dchg,61978.897,3.845887,-1.65,0.983043,0.33
12285,2,3,CC-Dchg,61983.896,3.843948,-1.65,0.985335,0.33
12286,2,3,CC-Dchg,61988.896,3.842008,-1.65,0.987626,0.33
12287,2,3,CC-Dchg,61993.896,3.840068,-1.65,0.989918,0.33
12288,2,3,CC-Dchg,61998.895,3.838127,-1.65,0.992209,0.33
12289,2,3,CC-Dchg,62003.895,3.836186,-1.65,0.9945,0.33
12290,2,3,CC-Dchg,62008.894,3.834245,-1.65,0.996792,0.33
12291,2,3,CC-Dchg,62013.894,3.832303,-1.65,0.999083,0.33
12292,2,3,CC-Dchg,62018.894,3.830361,-1.65,1.001375,0.33
12293,2,3,CC-Dchg,62023.893,3.828419,-1.65,1.003666,0.33
12294,2,3,CC-Dchg,62028.893,3.826476,-1.65,1.005958,0.33
12295,2,3,CC-Dchg,62033.892,3.824533,-1.65,1.008249,0.33
12296,2,3,CC-Dchg,62038.892,3.82259,-1.65,1.010541,0.33
12297,2,3,CC-Dchg,62043.891,3.820647,-1.65,1.012832,0.33
12298,2,3,CC-Dchg,62048.891,3.818704,-1.65,1.015124,0.33
12299,2,3,CC-Dchg,62053.891,3.81676,-1.65,1.017415,0.33
12300,2,3,CC-Dchg,62058.89,3.814816,-1.65,1.019707,0.33
12301,2,3,CC-Dchg,62063.89,3.812872,-1.65,1.021998,0.33
12302,2,3,CC-Dchg,62068.889,3.810928,-1.65,1.02429,0.33
12303,2,3,CC-Dchg,62073.889,3.808984,-1.65,1.026581,0.33
12304,2,3,CC-Dchg,62078.889,3.80704,-1.65,1.028873,0.33
12305,2,3,CC-Dchg,62083.888,3.805095,-1.65,1.031164,0.33
12306,2,3,CC-Dchg,62088.888,3.803151,-1.65,1.033456,0.33
12307,2,3,CC-Dchg,62093.887,3.801206,-1.65,1.035747,0.33
12308,2,3,CC-Dchg,62098.887,3.799261,-1.65,1.038038,0.33
12309,2,3,CC-Dchg,62103.886,3.797316,-1.65,1.04033,0.33
12310,2,3,CC-Dchg,62108.886,3.795371,-1.65,1.042621,0.33
12311,2,3,CC-Dchg,62113.886,3.793427,-1.65,1.044913,0.33
12312,2,3,CC-Dchg,62118.885,3.791482,-1.65,1.047204,0.33
12313,2,3,CC-Dchg,62123.885,3.789537,-1.65,1.049496,0.33
12314,2,3,CC-Dchg,62128.884,3.787592,-1.65,1.051787,0.33
12315,2,3,CC-Dchg,62133.884,3.785647,-1.65,1.054079,0.33
12316,2,3,CC-Dchg,62138.884,3.783702,-1.65,1.05637,0.33
12317,2,3,CC-Dchg,62143.883,3.781757,-1.65,1.058662,0.33
12318,2,3,CC-Dchg,62148.883,3.779812,-1.65,1.060953,0.33
12319,2,3,CC-Dchg,62153.882,3.777867,-1.65,1.063245,0.33
12320,2,3,CC-Dchg,62158.882,3.775922,-1.65,1.065536,0.33
12321,2,3,CC-Dchg,62163.881,3.773977,-1.65,1.067828,0.33
12322,2,3,CC-Dchg,62168.881,3.772032,-1.65,1.070119,0.33
12323,2,3,CC-Dchg,62173.881,3.770087,-1.65,1.072411,0.33
12324,2,3,CC-Dchg,62178.88,3.768143,-1.65,1.074702,0.33
12325,2,3,CC-Dchg,62183.88,3.766198,-1.65,1.076994,0.33
12326,2,3,CC-Dchg,62188.879,3.764253,-1.65,1.079285,0.33
12327,2,3,CC-Dchg,62193.879,3.762309,-1.65,1.081577,0.33
12328,2,3,CC-Dchg,62198.879,3.760364,-1.65,1.083868,0.33
12329,2,3,CC-Dchg,62203.878,3.75842,-1.65,1.086159,0.33
12330,2,3,CC-Dchg,62208.878,3.756475,-1.65,1.088451,0.33
12331,2,3,CC-Dchg,62213.877,3.754531,-1.65,1.090742,0.33
12332,2,3,CC-Dchg,62218.877,3.752587,-1.65,1.093034,0.33
12333,2,3,CC-Dchg,62223.876,3.750643,-1.65,1.095325,0.33
12334,2,3,CC-Dchg,62228.876,3.748699,-1.65,1.097617,0.33
12335,2,3,CC-Dchg,62233.876,3.746755,-1.65,1.099908,0.33
12336,2,3,CC-Dchg,62238.875,3.744811,-1.65,1.1022,0.33
12337,2,3,CC-Dchg,62243.875,3.742867,-1.65,1.104491,0.33
12338,2,3,CC-Dchg,62248.874,3.740923,-1.65,1.106783,0.33
12339,2,3,CC-Dchg,62253.874,3.73898,-1.65,1.109074,0.33
12340,2,3,CC-Dchg,62258.874,3.737036,-1.65,1.111366,0.33
12341,2,3,CC-Dchg,62263.873,3.735093,-1.65,1.113657,0.33
12342,2,3,CC-Dchg,62268.873,3.733149,-1.65,1.115949,0.33
12343,2,3,CC-Dchg,62273.872,3.731206,-1.65,1.11824,0.33
12344,2,3,CC-Dchg,62278.872,3.729263,-1.65,1.120532,0.33
12345,2,3,CC-Dchg,62283.871,3.72732,-1.65,1.122823,0.33
12346,2,3,CC-Dchg,62288.871,3.725377,-1.65,1.125115,0.33
12347,2,3,CC-Dchg,62293.871,3.723434,-1.65,1.127406,0.33
12348,2,3,CC-Dchg,62298.87,3.721491,-1.65,1.129698,0.33
12349,2,3,CC-Dchg,62303.87,3.719548,-1.65,1.131989,0.33
12350,2,3,CC-Dchg,62308.869,3.717605,-1.65,1.13428,0.33
12351,2,3,CC-Dchg,62313.869,3.715663,-1.65,1.136572,0.33
12352,2,3,CC-Dchg,62318.869,3.71372,-1.65,1.138863,0.33
12353,2,3,CC-Dchg,62323.868,3.711777,-1.65,1.141155,0.33
12354,2,3,CC-Dchg,62328.868,3.709835,-1.65,1.143446,0.33
12355,2,3,CC-Dchg,62333.867,3.707892,-1.65,1.145738,0.33
12356,2,3,CC-Dchg,62338.867,3.70595,-1.65,1.148029,0.33
12357,2,3,CC-Dchg,62343.866,3.704008,-1.65,1.150321,0.33
12358,2,3,CC-Dchg,62348.866,3.702065,-1.65,1.152612,0.33
12359,2,3,CC-Dchg,62353.866,3.700123,-1.65,1.154904,0.33
12360,2,3,CC-Dchg,62358.865,3.698181,-1.65,1.157195,0.33
12361,2,3,CC-Dchg,62363.865,3.696239,-1.65,1.159487,0.33
12362,2,3,CC-Dchg,62368.864,3.694296,-1.65,1.161778,0.33
12363,2,3,CC-Dchg,62373.864,3.692354,-1.65,1.16407,0.33
12364,2,3,CC-Dchg,62378.864,3.690412,-1.65,1.166361,0.33
12365,2,3,CC-Dchg,62383.863,3.68847,-1.65,1.168653,0.33
12366,2,3,CC-Dchg,62388.863,3.686527,-1.65,1.170944,0.33
12367,2,3,CC-Dchg,62393.862,3.684585,-1.65,1.173236,0.33
12368,2,3,CC-Dchg,62398.862,3.682643,-1.65,1.175527,0.33
12369,2,3,CC-Dchg,62403.861,3.680701,-1.65,1.177819,0.33
12370,2,3,CC-Dchg,62408.861,3.678758,-1.65,1.18011,0.33
12371,2,3,CC-Dchg,62413.861,3.676816,-1.65,1.182401,0.33
12372,2,3,CC-Dchg,62418.86,3.674874,-1.65,1.184693,0.33
12373,2,3,CC-Dchg,62423.86,3.672931,-1.65,1.186984,0.33
12374,2,3,CC-Dchg,62428.859,3.670989,-1.65,1.189276,0.33
12375,2,3,CC-Dchg,62433.859,3.669046,-1.65,1.191567,0.33
12376,2,3,CC-Dchg,62438.859,3.667103,-1.65,1.193859,0.33
12377,2,3,CC-Dchg,62443.858,3.665161,-1.65,1.19615,0.33
12378,2,3,CC-Dchg,62448.858,3.663218,-1.65,1.198442,0.33
12379,2,3,CC-Dchg,62453.857,3.661275,-1.65,1.200733,0.33
12380,2,3,CC-Dchg,62458.857,3.659332,-1.65,1.203025,0.33
12381,2,3,CC-Dchg,62463.856,3.657388,-1.65,1.205316,0.33
12382,2,3,CC-Dchg,62468.856,3.655445,-1.65,1.207608,0.33
12383,2,3,CC-Dchg,62473.856,3.653502,-1.65,1.209899,0.33
12384,2,3,CC-Dchg,62478.855,3.651558,-1.65,1.212191,0.33
12385,2,3,CC-Dchg,62483.855,3.649614,-1.65,1.214482,0.33
12386,2,3,CC-Dchg,62488.854,3.64767,-1.65,1.216774,0.33
12387,2,3,CC-Dchg,62493.854,3.645726,-1.65,1.219065,0.33
12388,2,3,CC-Dchg,62498.854,3.643782,-1.65,1.221357,0.33
12389,2,3,CC-Dchg,62503.853,3.641837,-1.65,1.223648,0.33
12390,2,3,CC-Dchg,62508.853,3.639893,-1.65,1.22594,0.33
12391,2,3,CC-Dchg,62513.852,3.637948,-1.65,1.228231,0.33
12392,2,3,CC-Dchg,62518.852,3.636003,-1.65,1.230522,0.33
12393,2,3,CC-Dchg,62523.851,3.634058,-1.65,1.232814,0.33
12394,2,3,CC-Dchg,62528.851,3.632112,-1.65,1.235105,0.33
12395,2,3,CC-Dchg,62533.851,3.630166,-1.65,1.237397,0.33
12396,2,3,CC-Dchg,62538.85,3.62822,-1.65,1.239688,0.33
12397,2,3,CC-Dchg,62543.85,3.626274,-1.65,1.24198,0.33
12398,2,3,CC-Dchg,62548.849,3.624327,-1.65,1.244271,0.33
12399,2,3,CC-Dchg,62553.849,3.62238,-1.65,1.246563,0.33
12400,2,3,CC-Dchg,62558.849,3.620433,-1.65,1.248854,0.33
12401,2,3,CC-Dchg,62563.848,3.618486,-1.65,1.251146,0.33
12402,2,3,CC-Dchg,62568.848,3.616538,-1.65,1.253437,0.33
12403,2,3,CC-Dchg,62573.847,3.61459,-1.65,1.255729,0.33
12404,2,3,CC-Dchg,62578.847,3.612641,-1.65,1.25802,0.33
12405,2,3,CC-Dchg,62583.846,3.610693,-1.65,1.260312,0.33
12406,2,3,CC-Dchg,62588.846,3.608743,-1.65,1.262603,0.33
12407,2,3,CC-Dchg,62593.846,3.606794,-1.65,1.264895,0.33
12408,2,3,CC-Dchg,62598.845,3.604844,-1.65,1.267186,0.33
12409,2,3,CC-Dchg,62603.845,3.602894,-1.65,1.269478,0.33
12410,2,3,CC-Dchg,62608.844,3.600943,-1.65,1.271769,0.33
12411,2,3,CC-Dchg,62613.844,3.598992,-1.65,1.27406,0.33
12412,2,3,CC-Dchg,62618.844,3.597041,-1.65,1.276352,0.33
12413,2,3,CC-Dchg,62623.843,3.595089,-1.65,1.278643,0.33
12414,2,3,CC-Dchg,62628.843,3.593137,-1.65,1.280935,0.33
12415,2,3,CC-Dchg,62633.842,3.591184,-1.65,1.283226,0.33
12416,2,3,CC-Dchg,62638.842,3.589231,-1.65,1.285518,0.33
12417,2,3,CC-Dchg,62643.841,3.587278,-1.65,1.287809,0.33
12418,2,3,CC-Dchg,62648.841,3.585324,-1.65,1.290101,0.33
12419,2,3,CC-Dchg,62653.841,3.583369,-1.65,1.292392,0.33
12420,2,3,CC-Dchg,62658.84,3.581414,-1.65,1.294684,0.33
12421,2,3,CC-Dchg,62663.84,3.579459,-1.65,1.296975,0.33
12422,2,3,CC-Dchg,62668.839,3.577503,-1.65,1.299267,0.33
12423,2,3,CC-Dchg,62673.839,3.575547,-1.65,1.301558,0.33
12424,2,3,CC-Dchg,62678.839,3.57359,-1.65,1.30385,0.33
12425,2,3,CC-Dchg,62683.838,3.571632,-1.65,1.306141,0.33
12426,2,3,CC-Dchg,62688.838,3.569674,-1.65,1.308433,0.33
12427,2,3,CC-Dchg,62693.837,3.567716,-1.65,1.310724,0.33
12428,2,3,CC-Dchg,62698.837,3.565757,-1.65,1.313016,0.33
12429,2,3,CC-Dchg,62703.836,3.563798,-1.65,1.315307,0.33
12430,2,3,CC-Dchg,62708.836,3.561838,-1.65,1.317599,0.33
12431,2,3,CC-Dchg,62713.836,3.559877,-1.65,1.31989,0.33
12432,2,3,CC-Dchg,62718.835,3.557916,-1.65,1.322181,0.33
12433,2,3,CC-Dchg,62723.835,3.555954,-1.65,1.324473,0.33
12434,2,3,CC-Dchg,62728.834,3.553992,-1.65,1.326764,0.33
12435,2,3,CC-Dchg,62733.834,3.552029,-1.65,1.329056,0.33
12436,2,3,CC-Dchg,62738.834,3.550066,-1.65,1.331347,0.33
12437,2,3,CC-Dchg,62743.833,3.548102,-1.65,1.333639,0.33
12438,2,3,CC-Dchg,62748.833,3.546137,-1.65,1.33593,0.33
12439,2,3,CC-Dchg,62753.832,3.544172,-1.65,1.338222,0.33
12440,2,3,CC-Dchg,62758.832,3.542207,-1.65,1.340513,0.33
12441,2,3,CC-Dchg,62763.831,3.54024,-1.65,1.342805,0.33
12442,2,3,CC-Dchg,62768.831,3.538273,-1.65,1.345096,0.33
12443,2,3,CC-Dchg,62773.831,3.536306,-1.65,1.347388,0.33
12444,2,3,CC-Dchg,62778.83,3.534338,-1.65,1.349679,0.33
12445,2,3,CC-Dchg,62783.83,3.532369,-1.65,1.351971,0.33
12446,2,3,CC-Dchg,62788.829,3.5304,-1.65,1.354262,0.33
12447,2,3,CC-Dchg,62793.829,3.52843,-1.65,1.356554,0.33
12448,2,3,CC-Dchg,62798.829,3.526459,-1.65,1.358845,0.33
12449,2,3,CC-Dchg,62803.828,3.524488,-1.65,1.361137,0.33
12450,2,3,CC-Dchg,62808.828,3.522516,-1.65,1.363428,0.33
12451,2,3,CC-Dchg,62813.827,3.520544,-1.65,1.36572,0.33
12452,2,3,CC-Dchg,62818.827,3.518571,-1.65,1.368011,0.33
12453,2,3,CC-Dchg,62823.826,3.516597,-1.65,1.370302,0.33
12454,2,3,CC-Dchg,62828.826,3.514623,-1.65,1.372594,0.33
12455,2,3,CC-Dchg,62833.826,3.512648,-1.65,1.374885,0.33
12456,2,3,CC-Dchg,62838.825,3.510673,-1.65,1.377177,0.33
12457,2,3,CC-Dchg,62843.825,3.508697,-1.65,1.379468,0.33
12458,2,3,CC-Dchg,62848.824,3.50672,-1.65,1.38176,0.33
12459,2,3,CC-Dchg,62853.824,3.504743,-1.65,1.384051,0.33
12460,2,3,CC-Dchg,62858.824,3.502765,-1.65,1.386343,0.33
12461,2,3,CC-Dchg,62863.823,3.500787,-1.65,1.388634,0.33
12462,2,3,CC-Dchg,62868.823,3.498808,-1.65,1.390926,0.33
12463,2,3,CC-Dchg,62873.822,3.496828,-1.65,1.393217,0.33
12464,2,3,CC-Dchg,62878.822,3.494848,-1.65,1.395509,0.33
12465,2,3,CC-Dchg,62883.821,3.492867,-1.65,1.3978,0.33
12466,2,3,CC-Dchg,62888.821,3.490886,-1.65,1.400092,0.33
12467,2,3,CC-Dchg,62893.821,3.488904,-1.65,1.402383,0.33
12468,2,3,CC-Dchg,62898.82,3.486921,-1.65,1.404675,0.33
12469,2,3,CC-Dchg,62903.82,3.484938,-1.65,1.406966,0.33
12470,2,3,CC-Dchg,62908.819,3.482954,-1.65,1.409258,0.33
12471,2,3,CC-Dchg,62913.819,3.48097,-1.65,1.411549,0.33
12472,2,3,CC-Dchg,62918.819,3.478986,-1.65,1.413841,0.33
12473,2,3,CC-Dchg,62923.818,3.477,-1.65,1.416132,0.33
12474,2,3,CC-Dchg,62928.818,3.475015,-1.65,1.418423,0.33
12475,2,3,CC-Dchg,62933.817,3.473028,-1.65,1.420715,0.33
12476,2,3,CC-Dchg,62938.817,3.471042,-1.65,1.423006,0.33
12477,2,3,CC-Dchg,62943.816,3.469054,-1.65,1.425298,0.33
12478,2,3,CC-Dchg,62948.816,3.467067,-1.65,1.427589,0.33
12479,2,3,CC-Dchg,62953.816,3.465079,-1.65,1.429881,0.33
12480,2,3,CC-Dchg,62958.815,3.46309,-1.65,1.432172,0.33
12481,2,3,CC-Dchg,62963.815,3.461101,-1.65,1.434464,0.33
12482,2,3,CC-Dchg,62968.814,3.459112,-1.65,1.436755,0.33
12483,2,3,CC-Dchg,62973.814,3.457122,-1.65,1.439047,0.33
12484,2,3,CC-Dchg,62978.814,3.455131,-1.65,1.441338,0.33
12485,2,3,CC-Dchg,62983.813,3.453141,-1.65,1.44363,0.33
12486,2,3,CC-Dchg,62988.813,3.45115,-1.65,1.445921,0.33
12487,2,3,CC-Dchg,62993.812,3.449158,-1.65,1.448213,0.33
12488,2,3,CC-Dchg,62998.812,3.447167,-1.65,1.450504,0.33
12489,2,3,CC-Dchg,63003.811,3.445175,-1.65,1.452796,0.33
12490,2,3,CC-Dchg,63008.811,3.443183,-1.65,1.455087,0.33
12491,2,3,CC-Dchg,63013.811,3.44119,-1.65,1.457379,0.33
12492,2,3,CC-Dchg,63018.81,3.439197,-1.65,1.45967,0.33
12493,2,3,CC-Dchg,63023.81,3.437204,-1.65,1.461962,0.33
12494,2,3,CC-Dchg,63028.809,3.435211,-1.65,1.464253,0.33
12495,2,3,CC-Dchg,63033.809,3.433217,-1.65,1.466544,0.33
12496,2,3,CC-Dchg,63038.809,3.431224,-1.65,1.468836,0.33
12497,2,3,CC-Dchg,63043.808,3.42923,-1.65,1.471127,0.33
12498,2,3,CC-Dchg,63048.808,3.427236,-1.65,1.473419,0.33
12499,2,3,CC-Dchg,63053.807,3.425242,-1.65,1.47571,0.33
12500,2,3,CC-Dchg,63058.807,3.423248,-1.65,1.478002,0.33
12501,2,3,CC-Dchg,63063.806,3.421254,-1.65,1.480293,0.33
12502,2,3,CC-Dchg,63068.806,3.419259,-1.65,1.482585,0.33
12503,2,3,CC-Dchg,63073.806,3.417265,-1.65,1.484876,0.33
12504,2,3,CC-Dchg,63078.805,3.415271,-1.65,1.487168,0.33
12505,2,3,CC-Dchg,63083.805,3.413277,-1.65,1.489459,0.33
12506,2,3,CC-Dchg,63088.804,3.411282,-1.65,1.491751,0.33
12507,2,3,CC-Dchg,63093.804,3.409288,-1.65,1.494042,0.33
12508,2,3,CC-Dchg,63098.804,3.407294,-1.65,1.496334,0.33
12509,2,3,CC-Dchg,63103.803,3.405301,-1.65,1.498625,0.33
12510,2,3,CC-Dchg,63108.803,3.403307,-1.65,1.500917,0.33
12511,2,3,CC-Dchg,63113.802,3.401314,-1.65,1.503208,0.33
12512,2,3,CC-Dchg,63118.802,3.39932,-1.65,1.5055,0.33
12513,2,3,CC-Dchg,63123.801,3.397328,-1.65,1.507791,0.33
12514,2,3,CC-Dchg,63128.801,3.395335,-1.65,1.510082,0.33
12515,2,3,CC-Dchg,63133.801,3.393343,-1.65,1.512374,0.33
12516,2,3,CC-Dchg,63138.8,3.391351,-1.65,1.514665,0.33
12517,2,3,CC-Dchg,63143.8,3.389359,-1.65,1.516957,0.33
12518,2,3,CC-Dchg,63148.799,3.387368,-1.65,1.519248,0.33
12519,2,3,CC-Dchg,63153.799,3.385378,-1.65,1.52154,0.33
12520,2,3,CC-Dchg,63158.799,3.383388,-1.65,1.523831,0.33
12521,2,3,CC-Dchg,63163.798,3.381398,-1.65,1.526123,0.33
12522,2,3,CC-Dchg,63168.798,3.379409,-1.65,1.528414,0.33
12523,2,3,CC-Dchg,63173.797,3.377421,-1.65,1.530706,0.33
12524,2,3,CC-Dchg,63178.797,3.375433,-1.65,1.532997,0.33
12525,2,3,CC-Dchg,63183.796,3.373446,-1.65,1.535289,0.33
12526,2,3,CC-Dchg,63188.796,3.37146,-1.65,1.53758,0.33
12527,2,3,CC-Dchg,63193.796,3.369474,-1.65,1.539872,0.33
12528,2,3,CC-Dchg,63198.795,3.367489,-1.65,1.542163,0.33
12529,2,3,CC-Dchg,63203.795,3.365505,-1.65,1.544455,0.33
12530,2,3,CC-Dchg,63208.794,3.363522,-1.65,1.546746,0.33
12531,2,3,CC-Dchg,63213.794,3.36154,-1.65,1.549038,0.33
12532,2,3,CC-Dchg,63218.794,3.359559,-1.65,1.551329,0.33
12533,2,3,CC-Dchg,63223.793,3.357579,-1.65,1.553621,0.33
12534,2,3,CC-Dchg,63228.793,3.3556,-1.65,1.555912,0.33
12535,2,3,CC-Dchg,63233.792,3.353622,-1.65,1.558203,0.33
12536,2,3,CC-Dchg,63238.792,3.351645,-1.65,1.560495,0.33
12537,2,3,CC-Dchg,63243.791,3.349669,-1.65,1.562786,0.33
12538,2,3,CC-Dchg,63248.791,3.347695,-1.65,1.565078,0.33
12539,2,3,CC-Dchg,63253.791,3.345721,-1.65,1.567369,0.33
12540,2,3,CC-Dchg,63258.79,3.343749,-1.65,1.569661,0.33
12541,2,3,CC-Dchg,63263.79,3.341779,-1.65,1.571952,0.33
12542,2,3,CC-Dchg,63268.789,3.339809,-1.65,1.574244,0.33
12543,2,3,CC-Dchg,63273.789,3.337842,-1.65,1.576535,0.33
12544,2,3,CC-Dchg,63278.789,3.335875,-1.65,1.578827,0.33
12545,2,3,CC-Dchg,63283.788,3.333911,-1.65,1.581118,0.33
12546,2,3,CC-Dchg,63288.788,3.331947,-1.65,1.58341,0.33
12547,2,3,CC-Dchg,63293.787,3.329986,-1.65,1.585701,0.33
12548,2,3,CC-Dchg,63298.787,3.328026,-1.65,1.587993,0.33
