stoichiometry,U_R3m_V,U_C2m_V,U_effective_V,dUdx_R3m_from_sech2,dUdx_C2m_from_sech2,dUdx_effective_from_sech2,relative_dQdV_effective
0.4631886477462437,4.65,3.301072756886946,4.13740764761704,-3.4070216876128065,-4.480014146707955,-3.8147588220689634,-0.26213976994164007
0.46482470784641067,4.65,3.2937331241411822,4.13461858717365,-3.452007929748404,-4.492110476320432,-3.8472468974457747,-0.2599261307258211
0.4664607679465776,4.65,3.2863747016773868,4.131822386637407,-3.495099851795161,-4.502977944495368,-3.8780935270212393,-0.2578586599400812
0.4680968280467446,4.65,3.2789995270480916,4.129019820278275,-3.5363750560571625,-4.512583957676414,-3.9073344386724784,-0.255928949951812
0.4697328881469115,4.65,3.271609688686907,4.126211681701024,-3.5759113339209714,-4.52089894036014,-3.9350066243678556,-0.2541291782858552
0.4713689482470784,4.65,3.2642073208260607,4.123398781913903,-3.613786296868346,-4.527896509066268,-3.9611481775035564,-0.2524520556133884
0.4730050083472454,4.65,3.2567945981443525,4.120581947294854,-3.6500770565912872,-4.533553627647799,-3.985798153592762,-0.2508907780737991
0.47464106844741233,4.65,3.2493737301773726,4.117762017467402,-3.6848599502226427,-4.537850742344266,-4.008996451228859,-0.24943898358739494
0.47627712854757925,4.65,3.24194695552432,4.114939843099242,-3.7182103067967525,-4.5407718951683504,-4.03078371037796,-0.24809071184477713
0.47791318864774623,4.65,3.234516535887854,4.112116283637384,-3.7502022511918205,-4.542304814425526,-4.051201225220629,-0.24684036768515244
0.47954924874791316,4.65,3.227084749985253,4.1092922049943965,-3.7809085419697586,-4.542440981395185,-4.07029086895142,-0.2456826876005591
0.4811853088480801,4.65,3.2196538873704794,4.1064684772007825,-3.8104004397123767,-4.5411756724463554,-4.0880950281512884,-0.24461270912584884
0.48282136894824706,4.644796162330851,3.2122262422077803,4.1004195926840845,-3.8387476026481924,-4.538507976117651,-4.104656544566587,-0.24362574289527814
0.484457429048414,4.638493290291783,3.2048041070379827,4.093691400655339,-3.866018006566516,-4.534440784955484,-4.120018662354324,-0.2427173471657443
0.4860934891485809,4.6321466377817675,3.197389766578763,4.086939026724626,-3.892277886220135,-4.528980762172418,-4.134224979082003,-0.24188330462413496
0.4877295492487479,4.625757805109167,3.18998549159986,4.08016432597563,-3.9175916956212316,-4.522138283454394,-4.147319398997833,-0.24111960131202867
0.4893656093489148,4.619328288605252,3.182593532913443,4.073369081442364,-3.942022084834223,-4.513927354507153,-4.159346087309936,-0.2404224075152043
